NomDuGroupe	Restaurant	Note	Prix	Cuisine	Service	Ambiance	Avis	URL
Decoopman_Flin	Chalet la Pricaz - Montmin	5.0	NE	Positive	Positive	NE	Super moment. La vue est magnifique et le personnel très agréable.  Nous avons très bien mangé, produits frais et local de très bonne qualité, le pain perdu est à tomber. Dommage qu ils ne prennent pas les chèques vacances. Je recommande ce restaurant	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r836564412-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	Positive	Positive	Positive	NE	Sans réservation, arrivés à 21h, table à l'extérieur : parfait. Avons très bien mangé. Plats généreux, service rapide et serveur sympa avec nous. Un bon rapport qualité-prix. La viande est superbe, les nounours au dessert..... tellement bons ! Avons vraiment apprécié	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r963606946-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Meftah_Bourass	"""""""Chateau de la commanderie - Grenoble"""""""	3.0	NE	Négative	NE	Neutre	"""""""Joli chateau, repas trop recherche et du coup pas de plaisir a manger. Je n'aime pas le lieu, ceci est personnel."""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g672838-d1025014-r137559227-Chateau_de_la_Commanderie-Eybens_Grenoble_Isere_Auvergne_Rhone_Alpes.html"""""""
Gaubert_Godin	Brasserie Chavant Grenoble	4.0	NE	Positive	Positive	NE	Voilà un lieu dans lequel nous retournerons aisément. Un service attentionné et de qualité, avec une pointe d’humour plaisante et surtout des plats de qualité. Bel équilibre des saveurs, quantité suffisante bref, que du plaisir.  N’hésitez pas !	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or90-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Meftah_Bourass	"""""""Chateau de la commanderie - Grenoble"""""""	3.0	Négative	Neutre	NE	Positive	"""""""Restaurant: cadre superbe, personnels très sympathique ; cuisine bien mais originalité et qualité insuffisante au vu du tarif Un croquant chocolat à la limite d’un dessert congelé Spa: toutes les personnes présentes avec nous cette après-midi ont été déçues au vu de la réputation de l’établissement : Vestiaire vieillissant avec une seule douche et une seule cabine pour se changer Le Spa bain bouillonnant ne contient que 4 places et il a fallu appeler quelqu’un car tout ne fonctionnait pas Les écouteurs ne fonctionnait pas il a fallu le signaler aussi Autre déception : Cheminée du SPA en panne Donc en conclusion très déçus nous nous attendions à de meilleurs prestations"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g672838-d1025014-r636720740-Chateau_de_la_Commanderie-Eybens_Grenoble_Isere_Auvergne_Rhone_Alpes.html"""""""
Bernard	Bistrot André - Grenoble	5.0	NE	Positive	Positive	NE	Le service était parfait, des serveurs qui ont été très attentifs, à la sommelière qui a trouvé une bouteille de rouge parfaite pour nos plats. Nous avons pris entrées, plats, fromages et desserts. Tout était très bien servi et délicieux. Nous reviendrons avec grand plaisir	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r979193144-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	Positive	Positive	Positive	Excellent service, un patron au petit soin et une ambiance géniale. La nourriture était superbe merci à toute l'équipe	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r949308854-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Feron_Mecheloukh	Le Marrakech - Annecy	2.0	Négative	Négative	NE	Positive	Très belle décoration bien dans le thème mais c’est bien la seule chose de Marocaine dans ce restaurant. Tajine a 19€ qui n’en vaut pas la peine. Ce n’est pas de la cuisine traditionnelle. Nous avons pris un tajine Kefta qui n’en ai pas un, huileux qui a le gout de la sauce tomate en boite, les boulettes n’en parlons pas, sûrement surgelés le tout une omelette poser sur le « tajine » . La Harira pareil pas top . Les bricks en revanche étaient bonnes !   Dommage, ce n’est pas de la vrai cuisine Marocaine....	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or60-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Meftah_Bourass	"""""""Terre Adélice - Lyon"""""""	3.0	Négative	Neutre	Positive	Neutre	"""""""Très curieux de découvrir ce glacier dans St Jean qui concurrence les institutions lyonnaises. Déjà il faut commencer par faire la queue pour obtenir une place en terrasse. La carte est riche en variétés et associations de parfums. Le service est rapide et original: les glaces sont servies dans de petites coupes sympas et accompagnées de fruits. Déception sur le goût. Je n'ai pas été emballé. Autre mauvaise surprise sur le prix. Les coupes sont assez chères. C'est peut être le prix du succès?"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r222137382-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
Bour	La veyrie - Bernin	5.0	Positive	Positive	Positive	Positive	Accueil très agréable, rapport qualité/prix excellent. Ma compagne et moi se sont régalés. Un des meilleurs restaurant du coin. Nous vous le recommandons.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r504271730-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Dorget_Sage	Les 3 Brasseurs - Echirolles	3.0	NE	Positive	Positive	NE	Je viens régulièrement aux 3 brasseurs. Je recommande le jarret de porc!!! C est très sympa pour prendre un apéro dînatoire et le service est sympa.	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r621500394-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Bour	La veyrie - Bernin	4.0	Positive	Positive	Positive	Positive	Des assietttes copieuses, un cadre agréable, des serveurs sympathiques bonne ambiance - bon rapport qualité - prix - Un bon moment passé en Famille un dimanche midi	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r725463693-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Decoopman_Flin	Chalet la Pricaz - Montmin	5.0	NE	Positive	Positive	NE	Excellente adresse par rapport à sa position et ses produits locaux et de qualité ! Serveurs bien agréables, vue splendide et la raclette excellente ! Je recommande	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r814744798-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Feron_Mecheloukh	Le Marrakech - Annecy	5.0	NE	Positive	Positive	NE	Très bon restaurant aussi bien sur place ou à emporter. Les entrées (bricks, salades, etc...), le couscous, les tajines et les desserts, tout est très bon et toujours servis avec le sourire de Marrakesh...	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or150-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Hardwick_Micha	Les Terrasses de Lyon - Lyon	5.0	NE	Positive	Positive	Positive	Nous avons choisi le menu découverte en 4 plats et avons réellement découvert de nouvelles saveurs, exceptionnelles. L’un des meilleurs diner de notre vie. Le prélude était délicieux ! La vue et le cadre sont magiques. Seul petit bémol, nous regrettons d’avoir pris la formule dégustation pour le vin, les accords ne correspondaient pas à nos goûts à l’exception du 3ème verre.Le service est agréable et le rythme est parfait.	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r581147822-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Dorget_Sage	Les 3 Brasseurs - Echirolles	2.0	Négative	Négative	NE	Neutre	Cuisine moyenne rien de plus plat plutôt cher pour la qualité. De plus je pense beaucoup de surgelés réchauffer au four. Usine à resto, pas de convivialité, salle très bruyante ... une chaine de resto mais rien de plus. dommage car le contexte est sympa.	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r671524246-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Katz_Dartois	La Fondue - Grenoble	5.0	NE	Positive	NE	Négative	Pour connaître ce lieux depuis dès années, je me refuse de prendre une fondue ailleurs qu ici. Celle au cèpes bien sur ! Effectivement il y a Bcp de monde donc pensez à réserver vos tables. Pour les amoureux... La deuxiemme salle s impose car trop de passage dans la première.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r146466915-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bernard	Bistrot André - Grenoble	4.0	Négative	NE	NE	Positive	terrasse agreable, mais le personnel a encore changé, c'est infernal je viens reguierement , parceque la cuisine n'est pas originale, mails elle est fiable le prix restent eleves	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r966497764-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	5.0	NE	Positive	Positive	NE	"""""""C’est toujours un plaisir de dîner à l’Institut, tout est excellent et le service est impeccable. Le plus dur, c’est de choisir !!!"""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r915600152-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Hardwick_Micha	Les Terrasses de Lyon - Lyon	2.0	Négative	Négative	Négative	NE	rien n'était à la hauteur d'un restaurant étoilé. ni les plats, sans originalité, à base de crème. un dessert sans finesse. le service médiocre (on vous coupe la parole). reste la vue exceptionnelle, mais ça ne fait pas tout... et une addition très salée pour le contenu. il paraît qu'un cost killer a été recruté : méfiez-vous, ce sont les clients qui vont être occis!	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r634126230-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	Positive	Positive	Positive	Un très bon moment l accueil et le service entre autre Stephane sont parfait le cadre est chaleureux et les plats très goûteux c était top	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r918028182-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Gaubert_Godin	Brasserie Chavant Grenoble	4.0	Positive	Positive	Neutre	Positive	L'unique brasserie de ce type à Grenoble. Une belle decoration, un service de qualité, une cuisine correcte et un rapport qualité prix en adéquation.L'accueil à améliorer.	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or150-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Berger_Selvaradjou	Le Bombay	2.0	NE	Négative	Négative	NE	Personne nous a accueilli ont en resté planté à l’entrée, puis personnel incapable  de nous renseigner sur leur carte et pas sympa du tout, et pour finir le plat resté a désirer on et loin du goût indien bien loin beignets texture chewing-gum bref à éviter sincèrement.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r671239874-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	NE	Positive	NE	De retour à Annecy donc passage au Chalet obligatoire. Toujours au top merci à l’équipe. Le café de Paris et la sphère agrume sont incroyables	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r938597781-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Campiglia_Sigrist	Brasserie Georges - Lyon	4.0	NE	Positive	Positive	NE	Après plus de 40 ans, je suis revenu faire un tour à la Brasserie Georges. La choucroute est toujours aussi bonne et l'omelette norvégienne un délice. Service impeccable. Un grand merci à Inès pour sa gentillesse, sa bonne humeur et son professionnalisme. Nous avons passé une excellente soirée entre amis.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or150-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Campiglia_Sigrist	Brasserie Georges - Lyon	1.0	NE	NE	Négative	NE	Nous sommes allés a cet endroit qui est exceptionnellement beau pour y boire un café le 7 mars 2024 aux environs de 17h00. Heureux d'avoir trouvé une place de stationnement à coté , nous avons été plus que déçus par l'accueil et le service. il y avait deux tables d 'occupées par 4 et 5 personnes dans la partie bar. Aucun n'avait de consommations sur sa table.  Le serveur ne décollait pas de derrière son bar. Après 20mn d'attente un des deux groupes s'est levé pour quitter les lieux, rattrapé aussitôt par un autre serveur, auquel ils ont déclaré vouloir quitter les lieux; ce qu'ils ont fait. 10 minutes plus tard, nous avons fait de même sans avoir pu consommer. Il n'étais pas question de remettre de l'argent dans le parcmètre. Je trouve inadmissible d'attendre aussi longtemps pour obtenir une boisson et je ne suis pas prêt de remettre les pieds chez eux.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or120-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Macé_Mutamu	Les Terrasses Poulard - Le Mont-Saint-Michel	1.0	Négative	Négative	Négative	NE	Très déçus par la qualité de la prestation.  Le personnel n'est pas agréable. La nourriture est digne d'un restaurant Formule 1. Rapport qualité-prix nul. A fuir....	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r871440871-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Gaubert_Godin	Brasserie Chavant Grenoble	2.0	Négative	Négative	Positive	Positive	La déception fut immense pour cette brasserie représentant la maison Chavant.  Le lieu est plein de promesse, un cadre soigné et chaleureux, l’accueil est cordial.  Puis les désagréments arrivent à la présentation de la carte, peu de produits locaux, un énième velouté de butternut mi mars, cela devient lassant.   Pour des prix très élevés, attendons nos assiettes avant d’en tirer des conclusions.  Servis dans de grands contenants, la quantité n’est pas au rendez-vous.  La qualité non plus, l’assiette de dégustation est basique (et assez chère), aucune découverte, le saumon et le foie gras présentés sur un simple toast, le nem est hors sujet.  Le wok de volaille, très loin de l’Asie, servi avec des poivrons !!! Une hérésie. L’assaisonnement se limite à une sauce soja apportant un goût trop salé et donc sans saveurs subtiles typiques de l’Asie.   Les rognons quand à eux étaient fades, la sauce trop salée.  Aucun accompagnement en plus dans l’assiette pour nous surprendre.   La carte des vins est chère.  À noter le service irréprochable, merci pour leur professionnalisme.	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or90-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	Positive	Positive	Positive	Joli restaurant superbement situé et déco typique ! Très bonne raclette ! Service rapide et agréable ! Adresse à retenir ! Réservation conseillée !	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r925477334-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Oualla_Saoudi	Une Semaine sur Deux - Grenoble	5.0	Positive	Positive	Positive	Positive	Nous avons vraiment apprécié ce moment entre amies dans ce restaurant. Nous avons pris le menu à 37€. Tout a été excellent et les quantités copieuses.Le service professionnel et les serveurs sympathiques. Nous avons profité de la terrasse. Très agréable.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r956078679-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	5.0	NE	Positive	Positive	Positive	"""""""Nous avons passé une excellente soirée - beau cadre, service attentionné, repas raffiné. Bravo pour vos stagiaires !"""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r925191892-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
